LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
200000,1,2,2,29,-1,-1,-1,-2,-2,-2,8951,6595,0,0,0,0,9117,0,0,0,0,0,0
80000,2,3,2,34,-2,-2,-2,-2,-2,-2,585,-395,-2241,0,0,0,395,1846,8759,0,0,0,1
370000,1,1,2,52,0,0,0,0,0,0,242132,130404,65225,41922,37565,28830,5600,3000,2000,3000,500,4019,1
250000,1,1,2,31,0,0,0,0,0,0,215316,198490,169014,167776,168110,168505,6845,5945,5919,6000,6059,5837,1
400000,2,2,1,41,0,0,0,0,0,0,10928,12730,14486,13419,14313,14524,2000,2002,2000,2000,3000,5000,1
130000,1,2,2,33,2,2,2,-1,-1,-2,1183,2183,2000,700,0,0,2000,13,700,0,0,0,1
180000,1,2,1,40,-1,-1,-1,-1,-1,-1,3071,5630,9040,1288,1419,2385,5639,9044,1290,1421,2386,1964,1
50000,1,2,2,27,1,-1,0,0,0,0,-697,48266,47194,48224,49416,50126,49900,1800,1700,1857,2474,469,1
140000,2,3,2,57,2,0,0,0,0,0,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424,0
190000,2,3,1,41,2,0,0,2,0,0,185738,187764,100526,94909,94804,94007,7762,7700,0,3545,3386,3575,0
50000,1,3,2,54,0,0,0,0,0,0,75804,76799,78692,79543,19738,19759,2785,3068,2309,694,716,808,1
120000,2,1,2,31,-2,-2,-2,-2,-2,-2,-66,-33,-33,-33,-33,-33,0,0,0,0,0,0,1
50000,2,1,1,35,0,0,0,-2,-2,-2,50456,51400,0,0,0,0,2400,0,0,0,0,0,1
170000,1,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,0
360000,1,1,2,26,1,-2,-2,-2,-2,-1,-1917,-1917,-1917,-1917,-1917,18083,0,0,0,0,20000,1000,1
50000,1,1,2,27,2,2,0,0,0,0,51042,48878,47884,29506,3672,8346,0,2354,1410,1500,4900,700,0
150000,1,3,2,27,-1,-1,2,0,0,0,57386,58531,56544,48153,49288,36872,5000,422,2000,2041,2039,751,0
140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,1
210000,2,2,1,47,-1,-1,-1,-1,-1,-1,2295,561,2607,3586,3676,4095,566,2617,3591,3680,4095,8699,0
50000,1,2,2,24,2,0,0,0,0,0,47121,46623,46693,31040,30669,30218,1950,1949,1482,1040,913,779,1
240000,2,1,2,29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,2000,2020,2500,0,0,85,1
240000,2,2,1,32,1,-2,-2,-1,-1,-1,0,0,0,262,0,1389,0,0,262,0,1389,0,1
50000,1,2,2,22,2,2,2,0,0,0,50262,51040,35046,28893,28772,27521,2009,5,1200,2000,1100,3405,1
20000,1,2,1,51,0,0,0,0,0,0,18321,18446,18285,18235,16259,10640,1355,1136,646,381,337,1251,1
50000,1,3,2,34,-1,2,2,-2,-2,-2,780,780,0,0,0,0,0,0,0,0,0,0,1
10000,1,1,2,27,0,0,0,0,0,0,8907,6599,7736,8492,8138,4990,1500,1400,1000,1009,1000,1598,1
230000,2,1,1,34,2,2,2,2,2,2,186163,190784,195724,198707,201634,205949,9000,9300,7500,7500,7500,7500,0
30000,2,2,1,24,1,2,2,2,2,2,29654,28570,31085,29945,30373,29476,0,3300,0,2158,0,1100,1
50000,2,3,1,31,1,2,2,2,2,2,38102,40025,40071,40906,42100,41269,2830,1000,1800,2000,0,1704,0
490000,1,1,1,43,-1,-1,-1,-1,-1,-1,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,1
180000,2,2,1,60,2,2,2,0,0,0,178854,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,0
30000,1,3,2,23,2,0,0,0,0,0,29144,30419,30097,25887,25707,0,2033,1420,0,92,0,0,0
110000,1,3,1,27,0,0,0,0,0,-2,108435,109572,45907,5130,2889,78834,3509,1102,1014,2889,82718,3100,1
140000,2,1,2,27,0,0,0,0,-1,-1,10064,10551,11655,11377,735,1051,2000,2000,1000,735,1051,569,1
150000,2,2,2,23,-2,-1,-1,0,0,0,27414,10053,151996,152753,153844,151252,10096,156292,4700,5019,5300,5002,1
130000,1,1,2,29,0,0,-2,-2,-2,-2,120000,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,2,2,24,2,2,0,0,2,0,15166,14638,15582,17809,17385,18437,0,1500,2500,0,1500,1500,0
30000,2,2,2,54,0,0,2,0,0,2,29230,30786,27167,27440,30117,29523,3500,0,3000,6000,0,781,1
50000,1,3,1,51,0,0,0,0,0,0,43045,42965,43132,43995,43230,43334,1738,1653,1516,1530,2139,1572,1
20000,1,2,2,23,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,0
90000,2,1,1,29,0,0,0,0,0,0,45343,31228,29756,27751,20292,14937,2967,2007,1429,1092,412,263,1
120000,2,2,1,45,0,0,0,-2,-2,-2,11547,9836,0,0,0,0,5000,0,0,0,0,5562,1
170000,2,1,2,37,-2,-2,-2,-2,-2,-2,7365,255,4884,4442,1800,0,255,4892,4478,1800,0,150,1
230000,2,2,1,44,0,0,0,0,0,0,205938,209941,173679,92937,94552,76849,8476,6593,2966,3135,2956,2040,1
20000,2,3,1,26,0,0,0,0,0,0,13548,14919,17057,13450,7944,780,1605,3130,1275,159,0,0,1
240000,2,2,2,31,0,0,0,0,0,0,245553,244958,245148,240343,211449,215874,10178,10577,8302,7300,7505,7700,1
50000,2,3,2,23,2,2,2,2,2,2,41740,42755,43878,42877,45701,46720,2000,2100,0,3850,1900,1600,0
80000,2,2,1,34,0,0,0,0,0,0,71435,72886,74678,74080,75251,77040,2642,3000,3274,3000,3000,3100,1
150000,1,2,2,37,0,0,0,0,0,0,71341,62432,56091,58919,60363,40448,4117,4002,5000,1925,5316,5000,1
130000,1,2,1,31,2,2,0,0,0,0,131635,126548,127748,100291,93552,95521,0,5100,4100,3392,3521,3724,0
20000,1,3,1,48,0,0,0,0,0,0,19195,20089,16739,17486,9392,9587,1257,1368,1115,301,310,352,0
70000,2,1,2,27,-1,2,-1,-1,-1,-1,6851,2720,4885,11889,0,4280,0,4885,11889,0,4280,20600,1
30000,2,1,2,24,0,0,0,0,0,0,26094,27095,28158,29385,29665,30446,1440,1503,1730,1010,1206,1949,1
420000,1,1,1,51,0,-1,-1,-1,0,0,57815,1000,0,287921,291770,299232,1000,0,288921,10000,21100,0,1
80000,1,3,1,59,1,2,0,0,-1,-1,21723,21097,22140,18349,3540,0,0,2000,0,3540,0,0,1
10000,2,2,2,32,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191,1400,1300,350,500,1650,0,1
60000,1,3,2,23,0,0,0,0,0,0,15592,16643,15557,15526,16273,17001,2000,1400,1000,1000,1000,1000,1
20000,2,3,2,26,0,0,0,0,0,0,19026,19495,19417,19159,15574,0,2302,2004,1200,1000,0,0,1
170000,1,2,1,57,-1,-1,-1,-1,0,-1,792,-2604,396,792,396,396,0,3396,792,0,396,396,0
70000,2,2,1,57,0,0,0,0,0,0,18379,19571,22729,24346,24940,25539,1500,3500,2000,1000,1000,1500,1
200000,1,2,1,54,-1,-1,-1,-1,-1,-1,10755,9981,7843,6335,4616,7956,10120,7852,6336,4622,7956,5499,1
20000,1,1,2,22,-1,0,0,0,0,0,7268,12946,8811,9638,11740,11047,11500,6074,9000,5000,6047,1000,1
300000,1,2,2,42,1,-1,-1,2,2,-2,0,159,803,486,-712,-1037,159,803,8,387,0,0,1
170000,2,2,1,31,1,-1,2,-1,0,0,0,427,427,23321,23475,25218,427,0,23500,840,2121,0,1
40000,2,2,1,23,2,3,2,2,2,0,31772,30983,33168,33527,32854,33947,0,3000,1200,0,1641,1362,1
130000,2,2,1,47,-1,-1,-1,-1,-1,-2,2317,29,2595,1030,-1121,-2452,3000,3000,1000,897,0,2003,0
140000,2,2,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1122,0,0,0,0,1122,0,1
90000,2,3,2,22,0,0,0,0,0,0,68663,65244,52452,35001,29675,28667,4341,2068,3315,1029,1334,1673,1
140000,1,1,1,57,2,2,2,2,2,3,108660,105504,113177,113622,116396,115826,0,10970,3805,4747,1932,8337,0
240000,2,1,2,28,0,0,0,0,0,0,233441,236496,242446,207633,197644,193724,9000,10307,9014,6029,6014,6034,1
30000,2,2,1,45,1,2,2,2,2,2,13440,13923,17194,16625,17442,18016,1000,3500,0,1400,1000,1000,1
180000,1,2,2,34,0,0,0,0,0,0,22387,23453,20171,20245,20769,23770,1500,1500,1000,1000,3490,1000,1
30000,2,1,2,25,0,0,0,0,0,0,8341,10039,11560,16611,18179,19712,2000,2000,5611,2000,2000,1500,0
50000,1,2,2,29,0,0,0,0,0,0,47373,48076,23459,16175,17753,18302,2000,2083,2000,2000,1000,1000,1
100000,2,1,2,26,0,0,0,0,0,0,81463,83098,63848,64692,66114,67396,4000,3000,2500,2500,2500,2600,1
100000,1,2,1,24,2,2,2,2,2,2,10618,13233,13427,13609,14683,15001,2800,700,700,1300,700,700,0
160000,2,1,1,38,0,0,-2,-2,-2,-2,6555,0,0,0,0,0,0,0,0,0,0,0,1
210000,2,1,2,24,-1,-1,0,0,0,-1,4055,113782,59367,29583,26756,29553,114482,20176,6793,20112,29676,47642,1
170000,1,1,2,27,2,0,0,0,2,2,46899,45809,44572,43211,41394,37958,2732,2578,2300,2000,1200,0,1
150000,2,5,2,33,0,0,0,0,0,0,232327,237150,239410,39584,32815,35626,5877,5419,1009,1120,5000,7128,1
240000,2,3,0,37,-1,-1,-1,-1,0,0,374,1823,1788,6229,15829,20785,1823,1788,6229,10000,10000,5640,1
20000,1,2,2,49,0,0,0,0,-1,-1,18260,19080,18871,17700,390,1320,1621,1292,1166,390,1320,0,0
500000,1,1,1,43,0,0,0,0,0,0,124362,126860,129576,129863,120781,98163,4567,4787,4745,4256,3321,3326,1
60000,1,3,2,44,0,0,0,0,0,0,57694,58749,38110,38525,38346,37416,2800,1900,1300,1363,1500,1466,1
300000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,2,3,2,30,-1,-1,-1,0,0,0,390,286,9457,10311,10374,10692,286,9847,1000,1000,500,442,1
420000,2,2,2,29,0,0,-1,0,-1,0,326239,318143,15926,4169,158062,156341,7108,17570,1000,158556,5000,5080,1
150000,2,1,2,25,0,0,0,0,0,0,151160,152127,154652,157819,155982,154158,5526,5877,5804,5763,5669,5596,1
360000,2,1,1,43,-1,0,0,0,0,-2,17412,18455,19245,18370,0,0,1328,1637,5000,0,0,0,1
170000,1,2,2,27,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,1
80000,2,2,2,24,0,0,0,0,0,0,72383,73620,53728,31989,20058,196,3500,2354,2027,800,196,184,1
180000,2,3,1,28,0,0,0,0,0,0,113125,67864,31613,25220,8654,4837,1923,1501,1000,0,0,49347,1
200000,2,1,2,29,-1,-1,-1,-1,-1,-1,3540,2914,3601,1717,30616,22849,3028,3919,1726,30802,22963,1335,1
60000,1,2,1,31,0,0,2,0,0,0,55831,60430,58906,59210,44521,31497,8660,0,2150,800,1000,1781,1
110000,2,2,2,25,0,0,0,0,0,0,38152,39214,39981,41312,42028,42899,2000,1700,2000,1700,1700,2300,1
120000,2,2,1,29,1,2,0,0,0,0,126412,120812,121895,121208,121678,122067,0,4600,4512,4600,4600,5200,0
220000,2,2,1,35,0,0,0,0,0,0,41259,37465,39494,16842,0,8419,2000,3000,1160,1000,0,1000,1
240000,2,1,2,31,2,0,0,0,0,0,179483,183151,185490,189351,193115,197445,8151,6790,6951,6915,7445,7248,0
30000,2,2,3,41,1,-1,0,0,-1,0,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796,1
20000,2,2,2,22,2,0,0,2,3,2,6655,9711,12450,13949,13437,13082,3200,2900,2000,0,0,4600,0
200000,2,2,1,32,-1,-1,-1,-1,-1,-1,5150,10190,10190,10190,10594,11193,10190,10190,10190,10594,11193,10190,1
20000,1,3,1,52,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,0,0,0,0,0
300000,2,1,1,31,0,0,0,0,0,0,147277,149893,152529,152882,113347,114554,7000,7000,6000,4084,4056,4300,1
80000,1,2,1,32,-1,-1,-1,-1,-1,-1,1253,4091,4111,940,1550,4030,4091,4120,949,1550,4030,6030,1
20000,1,3,1,39,0,0,0,0,0,0,16946,14960,12772,12630,12524,11179,1529,1161,409,444,405,163,1
210000,1,2,1,38,-1,-1,-1,-1,-1,-1,326,0,2684,0,10652,326,0,2684,0,10652,326,0,1
330000,2,1,1,31,0,0,0,0,0,0,132514,137347,391478,142842,143257,144783,10000,65042,12000,5000,6000,6000,1
500000,2,1,1,32,-1,-1,-1,-1,0,0,185419,10573,0,282562,288459,293233,10573,0,282562,11000,9572,8928,1
170000,1,2,1,42,0,0,0,0,0,0,131629,131374,129544,131937,132958,134525,5300,5100,5000,4700,5000,4800,1
50000,1,2,2,24,0,0,0,0,0,0,50603,50116,48063,43787,9226,9628,2500,2505,2531,530,2000,1000,1
280000,2,2,1,38,0,0,0,0,0,0,236583,230990,173668,177475,171566,175500,10000,6000,6000,6000,6000,5000,1
40000,1,1,2,27,2,0,0,0,0,0,10181,11058,11471,11776,12660,12660,2500,2000,1500,2330,2300,1000,0
140000,2,2,1,30,0,0,0,0,0,0,13859,16229,16459,14753,13437,14745,5000,1286,1476,423,3000,1000,1
500000,2,1,2,51,-1,-1,-1,-1,-1,-1,187,369,535,-13,20807,20897,370,537,0,20911,21001,88,1
300000,1,1,1,40,-1,-1,-2,-2,-2,-2,4950,-337,-337,-337,-337,-337,0,0,0,0,0,2000,1
300000,2,1,1,37,-1,-1,-1,-1,-1,-1,5771,3217,19615,11123,10266,12467,3217,19615,11123,10266,12467,5041,1
50000,1,2,2,29,2,2,2,2,2,0,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,0
440000,2,5,1,64,0,0,0,0,0,0,133996,136606,136771,141131,147251,150332,6319,5000,6625,10000,5443,5501,1
600000,2,3,2,51,0,0,0,0,0,0,95286,78404,147559,323129,310042,311840,10448,85113,217035,11032,15019,10033,1
30000,2,2,1,45,0,0,0,0,0,0,30488,30900,30480,31124,29333,30177,1600,1500,1100,1053,1320,967,0
120000,1,2,1,34,-1,-1,-1,-1,0,0,6059,1943,2402,18700,9900,0,1943,2500,38098,5000,0,0,1
200000,2,2,1,36,-1,0,0,0,0,0,136286,183615,184792,195062,195156,192436,50000,7000,15000,7500,7500,10000,0
80000,2,2,1,34,0,0,0,0,-2,-2,49005,49551,45930,0,0,0,2141,2150,0,0,0,0,1
80000,2,2,2,29,1,2,2,2,2,2,54033,52595,56709,55201,69270,70582,0,5000,0,15000,2600,0,1
230000,1,1,2,30,0,-1,0,0,0,0,33400,36348,36163,32653,30821,29827,36348,3010,20000,1200,2000,1000,1
220000,2,1,2,27,0,0,0,0,0,0,164855,168607,152765,152953,156065,145846,6102,7000,6500,5573,7000,8000,1
420000,2,2,2,49,0,0,0,0,0,0,115505,113724,112976,111344,100648,94891,4044,4297,4773,3203,2951,2837,1
90000,1,1,2,30,-1,-1,-1,-1,-1,-1,1166,1918,930,930,2250,930,1918,1194,930,2250,930,930,1
500000,2,2,2,30,0,0,0,0,0,0,98618,73464,84741,72510,69053,64841,25464,43095,7522,9065,8841,12000,1
180000,1,2,1,43,0,0,0,0,0,0,171992,175427,150965,71478,72955,74426,6099,4427,1949,2007,2030,2000,1
50000,2,1,2,23,0,0,0,0,-1,-1,47160,51034,50204,44580,4712,3914,5000,4000,1010,5504,5500,5000,1
170000,2,1,1,36,-1,-1,-1,0,-1,-1,1000,1000,3000,1000,1000,1500,1000,3000,0,1000,1500,1000,1
200000,1,1,2,36,1,-2,-2,-2,-1,-1,0,0,0,0,3774,0,0,0,0,3774,0,686,1
60000,2,2,2,25,0,0,0,0,0,0,53447,51734,50293,26667,26608,27665,2025,5000,2000,1000,1500,1000,1
50000,1,1,2,36,0,0,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987,1
450000,2,2,1,41,0,-1,0,-1,-1,-1,104624,28114,19758,12518,18328,14879,28114,1424,12518,18328,14879,34744,1
50000,1,2,2,31,0,0,2,0,0,0,23051,18190,12521,14308,14769,15925,2719,0,2000,1000,1542,764,1
90000,2,2,1,32,0,0,0,0,0,0,68248,57751,45074,38489,28558,29245,2388,2000,2412,1200,1300,1200,1
130000,1,3,1,45,-1,-1,-1,-1,-1,-1,1475,1826,2831,2756,1585,1215,1826,2831,2756,1585,1215,2402,0
100000,2,1,2,27,0,0,0,0,0,-1,19164,23828,25138,26499,26799,1150,5000,2000,2000,500,1150,0,1
180000,2,3,1,43,1,-1,-1,-1,-1,-1,0,2602,498,498,1835,11337,2602,498,498,1835,10000,380,0
280000,2,2,3,40,0,0,0,0,0,0,291952,275948,240627,228230,209987,196997,8562,7071,6574,5938,5867,7704,1
170000,1,2,2,35,0,0,0,0,0,2,115634,118823,120475,109993,115151,112232,5935,6040,4000,8000,0,4320,1
80000,1,2,2,42,0,0,0,0,0,0,75264,75919,78078,28868,29174,29444,3200,4613,1100,1500,1500,966,1
160000,1,1,2,35,-1,-1,-1,-1,-1,-1,396,396,396,0,792,1220,396,396,0,793,1220,0,1
240000,1,1,2,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,41300,0,0,0,0,41300,868,1
450000,2,1,1,33,-2,-2,-2,-2,-2,-2,3485,2989,2278,4714,768,1069,3004,2289,4737,771,1074,370,1
200000,2,1,2,36,0,0,-2,-2,-2,-2,120869,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,2,2,30,1,2,0,0,0,0,52419,51309,51135,48371,56294,61259,0,2500,2271,50000,10100,3000,1
100000,2,1,2,22,2,0,0,0,0,0,72222,73859,75427,76587,78711,80510,3400,3400,3000,3500,3200,2000,1
50000,1,2,2,25,0,0,0,0,0,0,48424,50340,48395,49604,48397,49847,2710,2760,2750,1507,2000,1500,1
50000,1,2,1,24,-1,-1,-1,0,0,0,390,918,19583,19593,19364,19893,918,19583,1000,1000,1000,1000,1
80000,2,3,2,25,0,0,0,0,0,0,80804,81390,81700,79080,59873,60520,3000,3058,9013,2200,2200,2500,1
100000,1,2,2,30,2,4,4,4,3,2,89898,92422,95979,93580,91181,93563,4900,5900,0,0,4000,3200,0
230000,2,1,2,28,-1,0,0,0,0,0,48144,51966,44477,39998,23278,27775,12000,2353,5000,0,8000,643,1
20000,1,3,1,41,2,0,0,0,0,0,18738,18986,20110,19584,16539,19466,1376,1500,593,2701,4261,941,0
30000,2,3,1,46,0,0,0,0,0,0,29003,28544,27177,28630,25087,25342,1500,2000,2390,1000,1000,2000,1
260000,2,1,1,35,-2,-2,-2,-2,-1,-1,-124,-124,-124,1599,360,882,0,0,1723,366,882,0,0
90000,1,2,1,39,2,2,2,2,2,2,26493,30034,29268,31776,32456,31800,4000,0,3000,1500,0,2600,0
240000,2,3,2,25,0,-1,-1,-1,-1,-1,198768,2986,191142,98080,19380,100000,2986,191142,98080,79380,100000,50254,1
160000,2,2,1,40,-1,-1,-2,-2,-2,-2,6102,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,3,1,45,0,0,0,0,0,0,29875,15028,5639,6389,7130,7857,1700,1250,1000,1000,1000,1000,1
390000,2,2,2,33,0,0,0,0,0,0,45818,144656,148366,99008,69990,71935,100000,6000,3704,2741,3314,2556,1
170000,2,1,2,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,1
130000,2,1,2,29,-2,-2,-2,-2,-2,-1,0,0,0,0,0,62043,0,0,0,0,62043,16533,1
290000,2,2,1,49,0,0,0,0,0,0,282538,281749,238490,86202,83155,84927,10711,12915,2962,2863,2996,3257,0
20000,1,3,3,46,0,0,-1,0,-1,-1,20393,19908,20310,15617,219,1205,1425,20310,1020,219,1205,109,1
10000,1,1,1,38,-1,-1,2,0,0,2,4711,9617,9307,9665,10470,10169,5000,0,500,1100,0,1000,0
130000,2,2,1,45,0,0,0,0,0,0,79277,63767,62599,51950,44189,38034,3500,3022,2000,2000,2000,2000,1
10000,1,2,2,28,1,2,2,2,2,2,3717,3659,5640,5401,6811,6567,150,2200,0,1500,0,6000,0
210000,1,3,1,45,2,3,4,4,5,6,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,0
130000,2,3,1,43,3,2,2,2,2,2,19085,18491,20579,19950,21625,21129,0,2400,0,2000,0,1800,0
470000,2,2,1,35,0,0,0,0,0,0,64875,57920,59307,61500,59563,57368,2505,3000,3016,2200,3000,1600,1
20000,2,2,1,24,0,0,2,0,0,2,16505,18817,18227,19632,20298,20337,2905,0,1720,1754,893,0,0
200000,1,1,2,30,-1,-1,-1,-1,0,0,6589,3423,2785,54271,60326,63339,3449,2798,54271,7000,4000,6000,1
500000,2,2,2,34,0,0,0,0,0,0,175570,141773,132747,94651,73734,62519,8734,40000,3912,2101,34000,32000,1
500000,2,1,2,29,0,0,0,0,-1,-1,28555,33055,42392,36641,12149,426518,5000,10000,5132,12159,426529,20016,1
260000,2,1,2,31,0,0,0,0,0,0,181679,187642,190152,186696,188632,190948,8900,7200,6800,7100,7200,6500,1
200000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,0,0,445,2309,-10,0,0,445,2332,10,0,1
500000,2,2,1,31,1,-1,-1,-1,0,0,0,5377,4131,44588,44388,5085,5377,4131,44588,0,0,3148,1
200000,2,1,2,34,0,0,0,0,0,0,129554,116490,119279,121782,125427,140460,5600,6000,4300,5500,17000,5300,1
120000,2,1,2,45,0,0,0,0,0,2,90041,86140,87941,89737,95451,97379,3079,3185,3251,7200,3600,3900,1
360000,1,3,1,53,0,0,0,0,0,0,8669,8254,8988,6868,5604,6158,1303,1513,706,700,600,2000,1
20000,2,2,1,24,1,2,0,0,2,2,18817,18227,19632,20298,20337,19863,0,1720,1754,893,0,400,1
50000,2,2,1,34,0,0,-1,-1,-1,-1,2435,0,197,2995,19515,0,0,197,2995,19515,0,3734,1
360000,1,1,2,34,0,0,0,0,0,0,350178,359050,366591,331833,288709,290583,15000,15502,13801,9852,10224,10010,1
80000,2,2,1,26,0,0,0,0,0,0,35897,30090,29299,12406,1308,-52,1510,2085,248,26,52,0,1
60000,1,2,1,35,2,2,2,2,2,2,20195,21267,21332,21680,23011,23498,1700,700,1000,2000,1000,0,1
20000,1,2,2,26,1,5,4,3,2,0,13242,12762,12276,11790,11460,14090,0,0,0,0,3000,5000,0
230000,2,1,1,36,-2,-2,-2,-2,-2,-2,928,282,282,2427,282,282,282,282,2427,282,282,1886,1
350000,1,1,1,41,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470,1411,1441,1455,998,1033,1038,1
360000,2,2,2,35,2,2,2,0,0,0,360023,363239,350214,319960,260944,202686,14693,30,12302,10004,7506,19721,0
280000,2,1,1,35,0,0,0,0,0,0,281424,232826,195621,96843,99232,102620,9604,53459,4000,4000,5000,4000,1
130000,2,1,1,55,0,0,0,0,0,0,126205,128064,131524,46445,44973,45578,4998,5946,1620,1623,1659,1749,1
50000,1,2,2,25,0,0,0,0,0,0,50547,49480,50643,48123,18092,28728,1900,2000,2000,2000,11041,1056,1
210000,2,2,1,36,-1,-1,0,-1,-1,-1,2853,8028,10827,5385,1187,1552,8037,6018,5388,1191,1554,1870,1
140000,2,2,2,29,0,0,0,2,0,0,62023,61729,67891,65861,64848,64936,3000,8600,6,2500,2500,2500,1
220000,2,2,1,41,1,2,-1,-1,-1,-1,6516,194,3619,7069,4092,0,0,3655,7069,4092,0,0,1
80000,2,2,1,37,2,2,2,2,2,2,15234,16893,17834,17250,18470,18023,2200,1500,0,1500,0,1600,0
80000,2,2,2,28,0,-1,-1,0,0,0,18112,8857,69841,59075,58998,61038,10084,79200,2108,2200,3006,2523,1
100000,2,3,1,36,0,0,2,0,0,2,101972,115335,112016,112906,120101,138819,16608,0,4233,9200,21000,4000,0
160000,2,3,1,41,2,2,2,0,0,2,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,0
80000,1,3,1,31,1,2,0,0,0,0,27653,26703,26856,27844,27480,28061,0,1459,1447,983,1023,1042,1
50000,2,3,1,32,0,0,0,0,0,0,33231,34544,35976,15996,32714,16720,1868,2300,1239,600,600,600,0
280000,2,3,1,46,0,0,0,0,0,0,100858,107768,111858,83428,73908,81908,7768,5000,10000,0,8000,0,1
150000,1,1,2,46,0,0,0,0,0,0,69627,49082,50170,46725,100503,54798,5000,3000,3000,5000,10000,5000,1
160000,2,1,1,33,-2,-2,-2,-2,-2,-2,5233,5393,1824,350,150,199,5401,1829,350,150,199,1145,1
120000,2,2,1,48,-1,-1,-1,-1,0,-1,626,0,1252,1252,1252,626,0,1252,1252,0,626,0,1
50000,2,3,2,22,2,2,2,0,0,0,42717,51319,50245,9246,18992,9697,9289,300,332,400,358,350,1
50000,1,1,1,40,0,0,0,0,0,0,42549,36110,9715,8965,6652,7385,2200,2000,1000,500,1000,400,1
40000,2,3,1,40,1,-1,2,2,2,-2,-531,2661,3871,1488,0,0,3383,2000,0,0,0,431,0
130000,1,2,2,25,0,0,0,2,2,2,113290,112561,119435,105382,49643,46812,5650,12421,0,7000,0,2000,1
350000,1,3,2,41,-2,-2,-2,-2,-2,-2,-331,1656,1440,27000,872,12600,2155,1440,27000,872,12600,0,1
360000,2,2,2,35,1,-2,-1,-1,0,-1,0,0,22190,21416,6854,357,0,22190,21416,1545,357,357,1
130000,2,3,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,5000,1
50000,1,2,2,23,0,0,0,0,0,0,48025,47611,44249,29321,29309,29739,2122,1815,1184,1206,1411,904,1
470000,2,1,1,35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,1
500000,2,2,2,44,0,0,0,0,0,0,77257,73089,81210,88888,107072,115264,10000,10000,10000,20000,10000,0,1
200000,1,2,2,29,0,0,0,0,0,0,69182,69862,44150,43874,41378,832,3000,3500,1500,500,1000,109586,1
200000,1,3,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,2,3,1,42,2,-1,-1,-1,0,-1,836,836,836,1672,836,390,836,836,1672,0,390,930,1
130000,2,2,2,42,0,0,0,-1,-1,-1,49363,47432,94050,21000,858,2160,5026,5000,21000,858,2160,200,1
160000,1,1,1,40,1,-1,-1,-1,-1,-1,0,567,4027,3100,2123,4899,567,4059,3100,2123,4899,3165,1
470000,2,1,1,37,-2,-2,-2,-2,-2,-1,0,0,0,0,0,924,0,0,0,0,924,32673,1
20000,1,2,1,45,4,3,2,0,0,0,21605,20987,20200,19600,19600,20000,0,0,0,0,400,0,1
240000,1,2,1,44,0,-1,-1,-2,-1,0,8421,14201,-28,-401,5109,7001,14230,0,0,7000,2000,3919,1
50000,1,2,1,42,0,0,0,0,0,0,35255,21317,22252,22541,22863,20288,1690,1620,900,780,750,1670,1
230000,2,2,1,30,-1,-1,-1,-1,0,-1,6294,1935,-74,926,426,926,1945,0,1500,0,1000,0,1
50000,1,2,2,26,0,0,0,0,0,0,47169,48197,47738,47676,46694,47807,1804,1746,1681,1695,1890,4005,1
200000,2,2,1,34,1,-1,-1,-1,0,0,2500,9814,0,4379,1699,0,9814,0,4379,0,0,0,0
